agent,checkpoint,checkpoint_sha256,training_seed,training_steps,training_seconds,evaluation_mode,corner_filter,evaluation_condition_changed,games,average_score,median_score,score_std,score_q25,score_q75,average_moves,corner_occupancy,snake_quality,max_tile_distribution,reach_128_pct,reach_256_pct,reach_512_pct,reach_1024_pct,reach_2048_pct,selected_checkpoint_steps
experiments/ppo_verification/resume_partial/checkpoints/last.pt,experiments/ppo_verification/resume_partial/checkpoints/last.pt,02b504b8de732fcc801517291df972e9e663fe579e864eb8043cf70c1d6f519b,42,4103,0.7891957499086857,sampled,False,False,5,1242.4,1160.0,148.42102276968717,1152.0,1360.0,133.0,2.280177798819058,0.670056255505503,"{""128"": 5}",100.0,0.0,0.0,0.0,0.0,4103.0
